date: 2018-11-27 ; title: 奉节县朱衣镇三塘村农村移民安置区精准帮扶项目中标结果公告 ; location: 奉节县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20181127/a32908eb-f84e-4c86-9ca5-d8847f807d99.html
date: 2017-12-25 ; title: 奉节县“归来三峡”实景演艺观众浮台及演出浮台建设工程监理中标结果公告 ; location: 奉节县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171225/d4e8671c-288a-4477-80d1-e0d6ec873442.html
date: 2017-12-21 ; title: 巴南区沁鑫良种猪养殖场污水处理系统改造工程中标结果公告 ; location: 巴南区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171221/ce29532e-26f1-4c7d-957b-d47aad1681cd.html
date: 2017-12-21 ; title: 长寿三贤园旅游建设项目中标结果公告 ; location: 长寿区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171221/eeff00d9-acc1-4654-b642-320d365a42bf.html
date: 2017-12-21 ; title: 总部广场二期20号楼室内装饰工程中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171221/b872607e-5613-4211-8baa-a31feace22cd.html
date: 2017-12-21 ; title: 长寿区云台镇市政休闲设施改造工程中标结果公告 ; location: 长寿区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171221/299a2b81-1d04-4e82-9f56-2608016fd78f.html
date: 2017-12-21 ; title: 渝北区国道G210玉峰山至鱼嘴段改建工程监理中标结果公告 ; location: 渝北区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171221/dcf02db8-353a-46a1-867a-51c586ce922f.html
date: 2017-12-21 ; title: 马鞍山传统风貌区协调区外立面整治工程中标结果公告 ; location: 渝中区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171221/8a4fa8bd-856d-472c-96dc-3b6d63366aa4.html
date: 2017-12-21 ; title: 金海湾公园（嘉陵江故事区、滨水活动体验区）景观工程施工阶段全过程造价控制（第二次）中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171221/8c0185ae-965c-468f-8935-4629841a88c6.html
date: 2017-12-21 ; title: 北部?湖霞郡住宅小区开发项目（二期6号楼）园林绿化设计中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171221/e108df61-df95-4c7a-9f59-b447b9551329.html
date: 2017-12-21 ; title: 铁建?渝都项目监理（二标段）中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171221/042bd4e5-70d0-446e-8965-d6746d39cc70.html
date: 2017-12-21 ; title: 珞璜工业园桐梓坎片区场平及星岚路道路项目勘察设计（第二次）中标结果公告 ; location: 江津区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171221/b4f42873-e6cd-41f0-9ea2-03179966e16d.html
date: 2017-12-21 ; title: 重庆市江津区白沙长江大桥及接线工程隧道锚岩土专项实验研究项目中标结果公告 ; location: 江津区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171221/a9286262-0801-4e22-9473-00fb23520400.html
date: 2017-12-21 ; title: 万州区长生河南大桥工程 ; location: 万州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171221/2957d12c-46a9-46f9-abc5-f5210d3aa99d.html
date: 2017-12-20 ; title: 兴华西路延伸道路工程和迎宾大道（鹅颈关立交至荔枝园立交）综合改造工程（I标段）中标结果公告 ; location: 涪陵区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171220/5e3915aa-f9a1-4a31-aa47-11f7a70d86b9.html
date: 2017-12-20 ; title: 涪陵乌江一路道路改造工程设计中标结果公告 ; location: 涪陵区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171220/567e49bf-dded-4867-ad81-0053069d7372.html
date: 2017-12-20 ; title: 涪陵区白涛街道新立撤并村道路硬化工程（盛家堡）中标结果公告 ; location: 涪陵区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171220/e806a9ad-3f11-407f-bd4d-fe6e7c77c5fa.html
date: 2017-12-20 ; title: 涪陵区百胜镇2017年农村公路三丘村优选路通畅工程中标结果公告 ; location: 涪陵区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171220/552e7695-fb86-454e-8810-53a030fc30a6.html
date: 2017-12-20 ; title: 涪陵区青羊镇2017年农村公路撤并村（长兴村优选路、大梁村优选路、复兴村优选路）通畅工程中标结果公告 ; location: 涪陵区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171220/d22c30ab-b327-4ad7-9f0e-a233101eb844.html
date: 2017-12-20 ; title: 先锋镇首期新型城镇化专项基金2017年度村镇建设项目施工（标段二）中标结果公告 ; location: 江津区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171220/dab2221d-b9b9-40b9-94b7-4536ea8fe5b1.html
date: 2017-12-22 ; title: 北碚水土万寿公租房配建廉租房项目1、2、3、4、5、9#楼住宅室内装饰装修工程监理中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171222/028f4e14-aa09-48a8-9c3a-b9cba799788e.html
date: 2017-12-22 ; title: 北碚水土思源公租房配建廉租房项目二组团2-1、2-2、2-3、2-6#楼住宅室内装饰装修工程监理中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171222/869dbaaa-542d-4644-980f-e5c56c23cc32.html
date: 2017-12-22 ; title: 通惠场污水有组织排放管道建设工程中标结果公告 ; location: 綦江区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171222/22cf7506-72a8-4353-97fe-b06a20a8d543.html
date: 2017-12-22 ; title: 酉阳土家族苗族自治县中医院迁建项目招标 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171222/c588816c-6c70-4e1f-a8ee-547df088a27b.html
date: 2017-12-22 ; title: 双溪公租房A、B区人行天桥工程施工 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171222/54cbec69-7bbd-4cd9-a9ff-296cbfe10c07.html
date: 2017-12-22 ; title: 历史文化建筑保护-中央礼堂维修加固工程 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171222/6ff9aec9-f55a-4994-830f-d4256445afa5.html
date: 2017-12-22 ; title: 7X24小时通关运行保障服务器采购项目 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171222/092e58d4-ad44-40fc-8ad2-28603e5ae0fc.html
date: 2017-12-22 ; title: 恒福嘉园二期及芭堤香郡二期电梯采购及安装工程 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171222/135d4077-15cb-4048-9d4d-28360b16f5ca.html
date: 2017-12-22 ; title: 重庆市南山植物园基础设施（二期）改造工程 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171222/1be531a1-d5c0-4806-8529-802fb7c176bd.html
date: 2017-12-22 ; title: 白云寨公园景观工程 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171222/36597e56-ba3e-4aef-8c04-fe6660b62f59.html
date: 2017-12-22 ; title: 重百新溉路项目建设工程全过程造价控制审计咨询中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171222/9d45ffb1-55f3-4569-a76c-8584adc38b5a.html
date: 2017-12-22 ; title: 重庆两江新区民心佳园第三幼儿园工程监理中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171222/85a50040-7fe0-46b4-b28d-3f2a4c4e1e9a.html
date: 2017-12-22 ; title: 鼎山街道2017年老旧居住建筑消防设施改造工程中标结果公告 ; location: 江津区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171222/6b795cbb-2483-4bdd-8076-aeb720a04c84.html
date: 2017-12-22 ; title: 融创朗裕特钢项目E38-7-1 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171222/32e45783-0b42-46ed-a8f6-d57e0bb5c2bf.html
date: 2017-12-22 ; title: 雷家坡立交工程监理中标结果公告 ; location: 渝中区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171222/dc41bef1-c9d5-4308-b5fa-b1013ad08aae.html
date: 2017-12-22 ; title: 重庆市南岸区公共安全视频监控建设联网应用项目监理中标结果公告 ; location: 南岸区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171222/70f73e06-71c8-4918-ba97-87f549349234.html
date: 2017-12-22 ; title: 巫溪双溪加油站迁建工程（第二次）中标结果公告 ; location: 巫溪县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171222/ef282089-3d5a-463c-a37c-37f92fdfb67e.html
date: 2017-12-22 ; title: 璧山区正兴镇孙林路路基路面改造工程（第二次）中标结果公告 ; location: 璧山区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171222/de7d01fe-51c8-42ae-9726-ecc5fd0fb955.html
date: 2017-12-26 ; title: 回兴市政环卫设施设备维修维护基地办公楼装饰工程中标结果公告 ; location: 渝北区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171226/db2a88b7-c568-4b37-a3d8-f8b9765edbfb.html
date: 2017-12-26 ; title: 华信学林幼儿园建设项目中标结果公告 ; location: 秀山县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171226/c631ca61-282a-437c-b89d-74e2b646e9b6.html
date: 2017-12-26 ; title: 战斗水库至水晶郦城道路及配套工程地勘中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171226/01fc5ab1-ffb5-44f5-8078-3df07f9c4ee4.html
date: 2017-12-26 ; title: 几江片区老旧楼院管线和市政基础设施改造项目中标结果公告 ; location: 江津区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171226/68f30f3d-4c63-4238-83cc-9078d0c2b0c8.html
date: 2017-12-26 ; title: 渝宜高速桃花至古佛段沿线带状休闲绿地项目施工监理中标结果公告 ; location: 长寿区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171226/5b44614c-00f5-46e3-b729-dafb868150bf.html
date: 2017-12-26 ; title: 鹅岭正街停车库中标结果公告 ; location: 渝中区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171226/4cc21466-cc78-4d94-82f2-7e56d51c17af.html
date: 2017-12-26 ; title: 关岳庙主园路嘉华隧道出口段不稳定斜坡治理工程中标结果公告 ; location: 渝中区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171226/bb47c577-c703-410b-ac55-1decd994908d.html
date: 2017-12-26 ; title: 洛碛镇上坝村杨左路新建工程中标结果公告 ; location: 渝北区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171226/7ca91db6-a331-4155-a4d0-b36752a364f5.html
date: 2017-12-26 ; title: 重庆两江人民小学景观工程中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171226/f2eecab7-81f0-406e-85cf-81c46e251893.html
date: 2017-12-26 ; title: 巫溪县塘坊镇2017年第三批农村公路通畅工程中标结果公告 ; location: 巫溪县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171226/21cb281e-51d1-4e74-9e42-fa4c3ec31428.html
date: 2017-12-26 ; title: 服装城周边道路景观提升工程（二期）中标结果公告 ; location: 渝北区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171226/6bc28551-405d-4f2c-a4c9-5a9aef80635a.html
date: 2017-12-26 ; title: 柱山乡市民广场 ; location: 万州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171226/b4695075-3b44-4d20-acbf-0413904b5287.html
date: 2017-12-26 ; title: 万州区小周镇场镇弱电管网下地及节点景观工程 ; location: 万州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171226/1313099d-2f9e-4085-8efb-531d1dcb9cb3.html
date: 2017-12-26 ; title: 万州区李河镇休闲文化广场 ; location: 万州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171226/51422615-3857-408d-97fe-4e28f8f29643.html
date: 2017-12-26 ; title: 万州综合应急救援大队项目监理 ; location: 万州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171226/a9742395-3bf4-4e66-aa7b-07007a8c2b47.html
date: 2017-12-25 ; title: 潼南区2017年新增千亿斤粮食生产能力规划田间工程建设项目二标段中标结果公告 ; location: 潼南区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171225/9a2b41cd-5162-4bdf-8ef5-4c10203c0702.html
date: 2017-12-25 ; title: 潼南区2017年新增千亿斤粮食生产能力规划田间工程建设项目拟中标结果公告 ; location: 潼南区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171225/d7b0bff2-28ef-43dd-8a52-019a6f4ad0b1.html
date: 2017-12-25 ; title: 重庆涉外商务区B区二期项目景观绿化工程中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171225/82e61f2c-6b51-43de-bba3-24359daad3fe.html
date: 2017-12-27 ; title: 重庆巫溪至陕西镇坪高速公路（重庆段） ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/39cb8066-9bae-45fe-bf05-8e76dd2201be.html
date: 2017-12-27 ; title: 重庆新田港办公及辅助生产建筑工程施工 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/acef172b-ea29-4cd4-a412-8c14fbdcb6a1.html
date: 2017-12-27 ; title: 垫江县湖滨二支路建设项目(第二次)中标结果公告 ; location: 垫江县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/7fca00c3-d6e4-490e-bc0b-50edb8bda58d.html
date: 2017-12-27 ; title: 重庆大学A区立体停车库工程设计施工总承包中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/4e25dd55-de0c-40c0-b1a3-67198bbbe957.html
date: 2017-12-27 ; title: 重庆市江津区林木种质资源保育基地项目管理用房工程施工中标结果公告 ; location: 江津区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/e7700207-2973-46d1-b1bd-b5a0977a5e0a.html
date: 2017-12-27 ; title: 江津区2018年迎春灯饰项目（标段一）中标结果公告 ; location: 江津区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/330ab43b-658b-45f9-83a0-5bc88d1814e9.html
date: 2017-12-27 ; title: 黄茅坪西津路道路及配套工程设计中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/8cd87c7a-e554-4b2b-92e6-e68fd1645b2c.html
date: 2017-12-27 ; title: 璧山区S109线渝泸路K14+220-K21+820段沥青路面预防性养护工程中标结果公告 ; location: 璧山区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/5ce75415-2c1b-4030-8108-187b90d14029.html
date: 2017-12-27 ; title: 重庆市上桥粮食中转库整体迁建工程（上桥国家粮食储备库迁建项目）浅圆仓工艺设备采购及伴随服务项目中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/457d6f6e-5b88-41c5-99ee-e30d791534a5.html
date: 2017-12-27 ; title: 模范村沙14地块地下停车库项目施工招标中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/e1c311f1-77b1-43d1-9240-0f08f51f54bb.html
date: 2017-12-27 ; title: 长寿区渡舟街道三好人防工程（第二次）中标结果公告 ; location: 长寿区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/a675c6dc-112d-428a-b4a5-1a08bf7657bc.html
date: 2017-12-27 ; title: 巴将军公园及地下车库项目中标结果公告 ; location: 渝中区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/d3f3ad14-c358-443e-bec6-60566d5e2e2f.html
date: 2017-12-27 ; title: 重庆市公安局渝中区分局“三所一队”正式用电工程施工中标结果公告 ; location: 渝中区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/91143eb1-b96c-4053-89fb-9e487a7e3f77.html
date: 2017-12-27 ; title: 统景御景雅居安置房和统景镇农转城安置房3号楼项目监理(第二次)中标结果公告 ; location: 渝北区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/3826ac19-0882-4d5f-aa14-de6345739312.html
date: 2017-12-27 ; title: 重庆轨道交通10号线二期兰花路站及区间隧道工程 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/2636ae5e-2b9f-438a-931d-7829426ff3fc.html
date: 2017-12-27 ; title: 重庆轨道交通九号线二期中央公园东站、从岩寺站及区间土建工程 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/98924d3a-fb1e-4251-aecc-7470748825de.html
date: 2017-12-27 ; title: 万州区高铁站场前区域（天子湖公园及周边部分）海绵城市工程一期 ; location: 万州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/16ebb1bb-0428-47ad-a349-aa26dc001b03.html
date: 2017-12-27 ; title: 重庆市万州区移民培训及就业基地建设项目附属工程 ; location: 万州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/d03d5996-fc9c-4edf-af92-ea5eba98892d.html
date: 2017-12-27 ; title: 重庆市万州区第一人民医院住院大楼改扩建建设项目勘察 ; location: 万州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/7e461a02-719b-4399-a8b4-ca335b2f0e64.html
date: 2017-12-27 ; title: 万州经开区高峰生态工业园生活配套区支路及管网工程—10号路、11号路、13号路监理 ; location: 万州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/f3dfaacb-f37a-4b49-af0e-7c6c9198190d.html
date: 2017-12-26 ; title: 铜梁区2017年河道管理范围划界项目（一标段 ; location: 铜梁区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171226/3bbe9362-aee4-4b3a-a676-2805700b5f83.html
date: 2017-12-26 ; title: 铜梁区2017年河道管理范围划界项目（一标段 ; location: 铜梁区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171226/cfeef619-b6ab-4349-8234-b2b9c2b9ab79.html
date: 2017-12-26 ; title: 中建.瑜和城（一期）施工中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171226/69f44960-f6da-40c0-9764-d184e8a65825.html
date: 2017-12-26 ; title: 綦江区桥河小河流防洪排涝工程（一期）中标结果公告 ; location: 綦江区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171226/f2418a6f-1435-4fa2-85a9-9aa40d270a5f.html
date: 2017-12-26 ; title: 回兴片区部分道路及景观完善工程中标结果公告 ; location: 渝北区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171226/5c0a636f-3521-464c-8722-7cadd0e5f16a.html
date: 2017-12-26 ; title: 重庆三环高速江津至綦江段2018-2020年度日常养护工程 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171226/c9bc7e32-bd32-4424-8ced-0a835afb8231.html
date: 2017-12-26 ; title: 北碚水土万寿公租房配建廉租房项目1、2、3、4、5、9#楼住宅室内装饰装修工程施工 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171226/94035b26-9b59-473c-91ed-ff7313cf608d.html
date: 2017-12-26 ; title: 北碚水土思源公租房配建廉租房项目二组团2-1、2-2、2-3、2-6#楼住宅室内装饰装修工程 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171226/73b7be34-6b16-4ff1-87b9-16220c0dc244.html
date: 2017-12-26 ; title: 重庆市特勤支队第三中队正规化建设营房改造项目室内装饰工程 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171226/b4da3e40-5ebd-4f6f-8c54-7b33d2a703b6.html
date: 2017-12-26 ; title: 渝北区省道S436茨竹至长寿界段改建工程 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171226/6953a4ff-c19d-47c2-9c54-f6e3df89c19e.html
date: 2017-12-26 ; title: 江北嘴公司溉澜溪广场项目——主体工程、溉澜溪广场西侧道路工程监理 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171226/a2f31381-5825-4b2e-9bea-92f43f8fee7d.html
date: 2017-12-26 ; title: ZACYP施工 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171226/699be353-0398-4d26-8c1b-3e149897bf9f.html
date: 2017-12-26 ; title: 璧山县璧南河朱家桥至大旺桥段防洪护岸工程(三角滩河) ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171226/a02a8037-9f5e-4086-b4b1-74d20b46e046.html
date: 2017-12-26 ; title: 渝涪二线洛碛货站进场道路项目 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171226/0fb27de2-5d79-4b8b-99a9-9ac046c6fe61.html
date: 2017-12-26 ; title: 高科江澜三期S-1#商业工程 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171226/d487d5d4-91fa-4f43-823d-bbeb1749c748.html
date: 2017-12-26 ; title: 中国石油天然气股份有限公司重庆销售分公司茶园北加油站土建工程（第二次）中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171226/945b2389-fceb-4486-9e24-6408cefcacf6.html
date: 2017-12-27 ; title: 临江家居产业园项目（一期）---永久性配电工程设计中标结果公告 ; location: 开县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/7a4f7363-6d3d-4cc1-b74f-09a2febfcffc.html
date: 2017-12-27 ; title: 富滇银行重庆办公大楼消防工程项目中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/8da36c28-2203-4774-b7de-b70f1cbbb184.html
date: 2017-12-27 ; title: 涪陵区生活垃圾处置场渗虑液处理系统项目中标结果公告 ; location: 涪陵区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/fb3b85a9-b86c-41b4-a4c4-9079556653fd.html
date: 2017-12-27 ; title: 兴华西路延伸道路工程和迎宾大道（鹅颈关立交至荔枝园立交）综合改造工程（I标段）监理中标结果公告 ; location: 涪陵区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/15b70198-0b88-4238-a4b1-7dff3e8f7e9a.html
date: 2017-12-27 ; title: 涪陵区高山湾换乘枢纽大型充电站一期工程（二标段）中标结果公告 ; location: 涪陵区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/87f39786-8101-45ba-9f8a-a36ed5905019.html
date: 2017-12-27 ; title: 重庆市涪陵实验中学校涪陵新城区分校项目（B区）南区土石方工程监理中标结果公告 ; location: 涪陵区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/53ee4783-57e2-4903-ae38-a9c63d9b6f68.html
date: 2017-12-27 ; title: 涪陵区麻溪河中型灌区节水配套改造项目（一期）中标结果公告 ; location: 涪陵区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/76ad4403-f659-41f6-b330-4bf234173c93.html
date: 2017-12-27 ; title: 重庆市涪陵区2017年国家水土保持重点建设工程罗云项目区土建施工(罗云乡部分）中标结果公告 ; location: 涪陵区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/bb70cf7f-5736-4fc9-bc4b-92d0e0234974.html
date: 2017-12-27 ; title: 高科.江澜一期工程用风机、风口及风阀中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/8575730c-81fe-4ce9-9359-69f090a3cd6e.html
date: 2017-12-27 ; title: 空港新城公园北区土地整治及道路工程（一期）监理中标结果公告 ; location: 渝北区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/f372cdc6-8bf2-432a-b47d-bae12bee1690.html
date: 2017-12-27 ; title: 忠县忠州第三小学校扩建项目（监理)中标结果公告 ; location: 忠县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/c8c12847-2e75-4fa6-88f3-7616232d19e6.html
date: 2017-12-27 ; title: 石峰大道（中段）道路工程中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/7320631a-1c55-4ebe-8ab5-2b26387ea639.html
date: 2017-12-27 ; title: 安居路二标段工程中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/314a3903-982a-4c85-848c-813d0119f1bf.html
date: 2017-12-27 ; title: 2017年金通大道、金州大道行道树补栽工程中标结果 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/05a89376-ddde-4628-bf9f-63dfe920f9e6.html
date: 2017-12-27 ; title: 荣昌区广富工业园成渝铁路以南市政道路（南3＃及排洪管）工程中标结果公告 ; location: 荣昌区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/3ded4eda-a92c-42ac-bc50-7d4694fbd7f9.html
date: 2017-12-27 ; title: 江津区白沙镇朝天嘴-滨江路提升改造工程施工中标结果公告 ; location: 江津区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/5048fc54-d402-4d3e-949e-798f98174164.html
date: 2017-12-27 ; title: 长寿区龙门桥水利工程灌区主管道工程 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/0ae14ee5-c0d4-4c32-8f20-7571088f6c85.html
date: 2017-12-27 ; title: 纵七路（渝兴产业基地段）绿化工程 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171227/16820580-532f-46f6-9ac4-15147cb2e421.html
date: 2017-12-28 ; title: 江津中学滨江校区工程建筑勘察设计、室内装饰设计、 室外景观设计、智能化设计中标结果公告 ; location: 江津区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/1c34b025-4503-4428-baa2-3e5b077efd0d.html
date: 2017-12-28 ; title: 璧山区精神卫生中心建设项目配电室电气工程（第二次）中标结果公告 ; location: 璧山区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/98879490-283a-4044-82b1-dc96d65234bc.html
date: 2017-12-28 ; title: 渝中区两江消落区环境综合整治工程（菜园坝大桥至储奇门码头段）EPC总承包预算编制中标结果公告 ; location: 渝中区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/cb6d170b-c591-4b4a-adb2-3f732500e1b2.html
date: 2017-12-28 ; title: 长寿区三倒拐历史文化街区保护修缮项目（示范段）中标结果公告 ; location: 长寿区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/062cccf9-d9e3-4787-a3c3-cc05ab6a2c1c.html
date: 2017-12-28 ; title: 开州故城文化修复工程监理中标结果公告 ; location: 开县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/5ea824f7-0074-4e9e-b689-5852406fa79b.html
date: 2017-12-28 ; title: 郁山镇钟鼓村（大石堡至丛木丫）通畅公路工程中标结果公告 ; location: 彭水县 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/bcfafa94-cca3-4e82-a30a-baa427a553b5.html
date: 2017-12-28 ; title: 翠云加压站南输管道工程设计 ; location: 市级 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/541c362a-7387-4091-9ab5-4d9240a4228d.html
date: 2017-12-28 ; title: 万州区太白岩至金龙排洪沟工程—C线 ; location: 万州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/d7750712-1437-496c-96cb-3a5c57942a12.html
date: 2017-12-28 ; title: 万州区太白岩至金龙排洪沟工程监理 ; location: 万州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/24d04aed-995e-4106-bbb7-77f7c343edb9.html
date: 2017-12-28 ; title: 万州区茨竹乡街道综合整治工程 ; location: 万州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/c3210faa-53cf-473b-aacd-60b7ceb37fbf.html
date: 2017-12-28 ; title: 万州区太白岩至金龙排洪沟工程—A线 ; location: 万州区 ; web: https://www.cqggzy.com/jyjg/005002/005002001/20171228/ef74b4c7-0962-4cfd-8a36-b8384ca9cc07.html
